CN,8488
US,2295
RU,1938
TW,1124
DE,958
IN,537
BR,519
NL,403
UA,401
MX,333
SG,311
RO,292
KR,276
NO,275
LT,266
HK,251
GB,223
IE,211
VN,199
CA,180
IR,171
CH,142
DK,136
TH,126
LV,105
TR,102
JP,76
FR,73
CL,50
EC,31
LB,17
IT,16
AT,16
PH,11
None,11
IQ,9
SE,9
AU,9
A1,8
SI,7
PL,7
PT,5
ID,5
EU,5
PS,4
AL,4
BH,4
ES,4
SA,3
CZ,3
PY,3
IS,3
BO,3
RS,3
AE,3
ZA,2
LU,2
MY,2
MN,2
CR,2
KG,2
GT,2
PA,2
MD,2
FI,2
BG,2
PK,2
KW,2
